,techs,cost,coverage,coverage_over_cost,nb_tech_used
1200,"['Cache flush / reset', 'Speculation flush/stop', 'Canary (StackGuard)', 'Shadow Stack', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,6.0
1201,"['Cache flush / reset', 'ASLR', 'FSM (Final State Machine', 'Label Memory (HDFI)']",7.0,85.0,12.142857142857142,4.0
1202,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'FSM (Final State Machine', 'Label Memory (HDFI)']",7.0,85.0,12.142857142857142,5.0
1203,"['Cache flush / reset', 'ASLR', 'Intel ENDBRANCH/ Arm BTI', 'Label Memory (HDFI)']",7.0,85.0,12.142857142857142,4.0
1204,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,6.0
1205,"['Cache flush / reset', 'NX bit', 'ASLR', 'Intel ENDBRANCH/ Arm BTI', 'Label Memory (HDFI)']",7.0,85.0,12.142857142857142,5.0
1206,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine']",7.0,85.0,12.142857142857142,6.0
1207,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine']",7.0,85.0,12.142857142857142,6.0
1208,"['Cache flush / reset', 'NX bit', 'ASLR', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,7.0
1209,"['NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Label Memory (HDFI)']",7.0,85.0,12.142857142857142,6.0
1210,"['Cache flush / reset', 'Signature (program cookies)', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,3.0
1211,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'Behavioral based (check like antivirus)', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1212,"['Cache flush / reset', 'ASLR', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,5.0
1213,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1214,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Shadow Stack', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,7.0
1215,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Return Zipper Stack', 'Separate control stack', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1216,"['Cache flush / reset', 'Speculation flush/stop', 'FSM (Final State Machine', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,4.0
1217,"['Cache flush / reset', 'Speculation flush/stop', 'Shadow Stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,4.0
1218,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Behavioral based (check like antivirus)', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1219,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1220,"['Cache flush / reset', 'NX bit', 'ASLR', 'Canary (StackGuard)', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1221,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,6.0
1222,"['Cache flush / reset', 'NX bit', 'Separate control stack', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,5.0
1223,"['Cache flush / reset', 'Speculation flush/stop', 'FSM (Final State Machine', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,4.0
1224,"['Cache flush / reset', 'Separate control stack', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,4.0
1225,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'Separate control stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1226,"['Cache flush / reset', 'NX bit', 'ASLR', 'Separate control stack', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1227,"['Cache flush / reset', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,5.0
1228,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1229,"['Cache flush / reset', 'ASLR', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,4.0
1230,"['Cache flush / reset', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,5.0
1231,"['Cache flush / reset', 'Speculation flush/stop', 'Canary (StackGuard)', 'Return Zipper Stack', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,5.0
1232,"['Cache flush / reset', 'Canary (StackGuard)', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,4.0
1233,"['Cache flush / reset', 'Shadow Stack', 'ISR (instruction set randomisation)']",7.0,85.0,12.142857142857142,3.0
1234,"['NX bit', 'ASLR', 'Shadow Stack', 'ISR (instruction set randomisation)']",7.0,85.0,12.142857142857142,4.0
1235,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,6.0
1236,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'FSM (Final State Machine', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,5.0
1237,"['Cache flush / reset', 'Intel ENDBRANCH/ Arm BTI', 'ISR (instruction set randomisation)']",7.0,85.0,12.142857142857142,3.0
1238,"['Cache flush / reset', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,5.0
1239,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Behavioral based (check like antivirus)', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,6.0
1240,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,5.0
1241,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,5.0
1242,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,6.0
1243,"['Cache flush / reset', 'Canary (StackGuard)', 'Behavioral based (check like antivirus)', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,4.0
1244,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Separate control stack', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,8.0
1245,"['Cache flush / reset', 'Shadow Stack', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,4.0
1246,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Return Zipper Stack', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1247,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,6.0
1248,"['Cache flush / reset', 'Canary (StackGuard)', 'Separate control stack', 'Heuristic feed with program signature (SOM)']",7.0,85.0,12.142857142857142,4.0
1249,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI', 'Behavioral based (check like antivirus)']",7.0,85.0,12.142857142857142,7.0
1250,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,5.0
1251,"['Cache flush / reset', 'NX bit', 'Pointer Masking / Tagging ', 'Branch rule (several rules exists)']",7.0,85.0,12.142857142857142,4.0
1252,"['Cache flush / reset', 'NX bit', 'Shadow Stack', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",7.0,85.0,12.142857142857142,5.0
1253,"['Cache flush / reset', 'Speculation flush/stop', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI']",5.0,60.0,12.0,4.0
1254,"['Cache flush / reset', 'NX bit', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI']",5.0,60.0,12.0,4.0
1255,"['NX bit', 'Canary (StackGuard)', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI']",5.0,60.0,12.0,4.0
1256,"['NX bit', 'Speculation flush/stop', 'Signature (program cookies)']",5.0,60.0,12.0,3.0
1257,"['ASLR', 'Shadow Stack', 'FSM (Final State Machine']",5.0,60.0,12.0,3.0
1258,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Return Zipper Stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,6.0
1259,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",8.0,95.0,11.875,7.0
1260,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Return Zipper Stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,7.0
1261,"['Cache flush / reset', 'Canary (StackGuard)', 'Pointer Masking / Tagging ', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,4.0
1262,"['NX bit', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Label Memory (HDFI)', 'Signature for path']",8.0,95.0,11.875,6.0
1263,"['Cache flush / reset', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,4.0
1264,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Shadow Stack', 'Separate control stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1265,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1266,"['Cache flush / reset', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Signature for path']",8.0,95.0,11.875,5.0
1267,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)', 'Label Memory (HDFI)']",8.0,95.0,11.875,6.0
1268,"['Cache flush / reset', 'Label Memory (HDFI)', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,3.0
1269,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1270,"['Cache flush / reset', 'Speculation flush/stop', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",8.0,95.0,11.875,5.0
1271,"['Cache flush / reset', 'ASLR', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'Signature for path']",8.0,95.0,11.875,5.0
1272,"['Cache flush / reset', 'Canary (StackGuard)', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)', 'Signature for path']",8.0,95.0,11.875,5.0
1273,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Shadow Stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1274,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",8.0,95.0,11.875,6.0
1275,"['Cache flush / reset', 'NX bit', 'ASLR', 'Canary (StackGuard)', 'FSM (Final State Machine', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,7.0
1276,"['Cache flush / reset', 'NX bit', 'Canary (StackGuard)', 'Return Zipper Stack', 'Signature for path']",8.0,95.0,11.875,5.0
1277,"['Cache flush / reset', 'Separate control stack', 'Pointer Masking / Tagging ', 'ISR (instruction set randomisation)']",8.0,95.0,11.875,4.0
1278,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Pointer Masking / Tagging ']",8.0,95.0,11.875,7.0
1279,"['NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,6.0
1280,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Separate control stack', 'Behavioral based (check like antivirus)', 'Label Memory (HDFI)']",8.0,95.0,11.875,8.0
1281,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Shadow Stack', 'Behavioral based (check like antivirus)', 'Label Memory (HDFI)']",8.0,95.0,11.875,7.0
1282,"['Cache flush / reset', 'ASLR', 'Pointer Masking / Tagging ', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,4.0
1283,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1284,"['NX bit', 'Speculation flush/stop', 'ASLR', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'ISR (instruction set randomisation)']",8.0,95.0,11.875,6.0
1285,"['Cache flush / reset', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,5.0
1286,"['Speculation flush/stop', 'ASLR', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,6.0
1287,"['NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Signature for path']",8.0,95.0,11.875,6.0
1288,"['Cache flush / reset', 'Speculation flush/stop', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'Branch rule (several rules exists)']",8.0,95.0,11.875,5.0
1289,"['Speculation flush/stop', 'ASLR', 'Canary (StackGuard)', 'Return Zipper Stack', 'Signature for path']",8.0,95.0,11.875,5.0
1290,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,7.0
1291,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Separate control stack', 'Behavioral based (check like antivirus)', 'ISR (instruction set randomisation)']",8.0,95.0,11.875,6.0
1292,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Behavioral based (check like antivirus)', 'Code pointer integrity']",8.0,95.0,11.875,6.0
1293,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Signature (program cookies)', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,6.0
1294,"['Cache flush / reset', 'Speculation flush/stop', 'ASLR', 'Intel ENDBRANCH/ Arm BTI', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,5.0
1295,"['NX bit', 'Speculation flush/stop', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'Signature for path']",8.0,95.0,11.875,6.0
1296,"['NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Label Memory (HDFI)', 'Signature for path']",8.0,95.0,11.875,6.0
1297,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1298,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1299,"['Cache flush / reset', 'Separate control stack', 'Pointer Masking / Tagging ', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,4.0
1300,"['Cache flush / reset', 'Shadow Stack', 'FSM (Final State Machine', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,5.0
1301,"['Cache flush / reset', 'Speculation flush/stop', 'Return Zipper Stack', 'ISR (instruction set randomisation)']",8.0,95.0,11.875,4.0
1302,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Return Zipper Stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,7.0
1303,"['NX bit', 'Speculation flush/stop', 'Shadow Stack', 'Separate control stack', 'FSM (Final State Machine', 'Signature for path']",8.0,95.0,11.875,6.0
1304,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Intel ENDBRANCH/ Arm BTI', 'Behavioral based (check like antivirus)', 'Code pointer integrity']",8.0,95.0,11.875,6.0
1305,"['Speculation flush/stop', 'Canary (StackGuard)', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,6.0
1306,"['NX bit', 'Speculation flush/stop', 'Intel ENDBRANCH/ Arm BTI', 'Pointer Masking / Tagging ', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,5.0
1307,"['Cache flush / reset', 'Speculation flush/stop', 'Separate control stack', 'Intel ENDBRANCH/ Arm BTI', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,5.0
1308,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'Canary (StackGuard)', 'Shadow Stack', 'Separate control stack', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)']",8.0,95.0,11.875,8.0
1309,"['Cache flush / reset', 'NX bit', 'Speculation flush/stop', 'ASLR', 'Pointer Masking / Tagging ', 'Behavioral based (check like antivirus)', 'Label Memory (HDFI)']",8.0,95.0,11.875,7.0
1310,"['Speculation flush/stop', 'Intel ENDBRANCH/ Arm BTI', 'FSM (Final State Machine', 'Behavioral based (check like antivirus)', 'Signature for path']",8.0,95.0,11.875,5.0
1311,"['NX bit', 'Speculation flush/stop', 'Separate control stack', 'Label Memory (HDFI)', 'Heuristic feed with program signature (SOM)']",8.0,95.0,11.875,5.0
